alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1782625296.0352,elite,722.39314318944,1750799026.6973,"AS399869 Visionary Communications LLC",MTNBB,Golden,"North America",NA,"United States",US,,false,"Visionary Communications LLC",39.8232,-105.2825,false,"Visionary Communications LLC",true,Colorado,success,America/Denver,80403,1782075895,1782625296.0352,39593,socks4,165.140.185.172:39593,true,623.87800216675,15377,131813,10.447041239215,165.140.185.172
true,1782625129.6321,transparent,5998.218962617,1780876528.8786,"AS3549 Level 3 Parent, LLC",LVLT-3549,Puno,"South America",SA,Peru,PE,,false,"Level 3 Peru S.A",-15.84,-70.022,false,"Conecto Company Telecom S.A.C",false,Puno,success,America/Lima,,1782085814,1782625295.962,999,http,190.216.163.195:999,true,631.21318817139,3699,13082,22.042786484715,190.216.163.195
true,1782625158.0293,elite,9046.8067477763,1780494288.7202,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"Digital Ocean",true,"New Jersey",success,America/New_York,07014,1782305086,1782625295.9332,9069,socks4,159.203.167.231:9069,true,7649.8477458954,31896,40326,44.163828196394,159.203.167.231
true,1782625266.4733,elite,10325.30185091,1780555149.1031,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"Digital Ocean",true,"New Jersey",success,America/New_York,07014,1782369242,1782625295.8066,9054,socks4,159.203.167.231:9054,true,10834.959030151,61054,36106,62.838616714697,159.203.167.231
true,1782625295.7958,elite,5730.7290306322,1781707068.7794,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,"Alibaba (US) Technology Co., Ltd.",22.3193,114.169,false,"Alibaba.com Singapore E-Commerce Private Limited",false,Kowloon,success,Asia/Hong_Kong,999077,1782309447,1782625295.7958,80,socks4,8.218.210.54:80,true,7149.5575904846,18095,22412,44.671291381736,8.218.210.54
true,1782625226.4172,elite,3037.8523186355,1776785456.8883,"AS210644 AEZA GROUP LLC",AEZA-AS,Stockholm,Europe,EU,Sweden,SE,,false,"Aeza International LTD",59.3287,18.0717,false,"NetCrafters OU",true,"Stockholm County",success,Europe/Stockholm,"100 04",1782227425,1782625295.7952,1080,socks4,62.60.149.161:1080,true,158.25343132019,373480,33881,91.682807141577,62.60.149.161
true,1782624599.5512,transparent,2321.2094346984,1780647549.146,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,"Frankfurt am Main",Europe,EU,Germany,DE,,false,"Global Connectivity Solutions LLP",50.1169,8.6837,true,"Global Connectivity Solutions LLP",false,Hesse,success,Europe/Berlin,60313,1782458424,1782625295.7525,3128,http,185.161.251.195:3128,true,14.230251312256,16441,9364,63.712458825809,185.161.251.195
true,1782625147.762,transparent,6217.024626987,1780822028.2386,"AS262663 METROFLEX TELECOMUNICACOES LTDA","METROFLEX TELECOMUNICACOES LTDA","Rio Branco","South America",SA,Brazil,BR,,false,"Metroflex Telecomunicacoes Ltda",-9.9757,-67.8134,false,"Embrasnet Ltda",false,Acre,success,America/Rio_Branco,69918,1782029361,1782625295.7171,8080,http,186.216.51.176:8080,true,3997.1308708191,4336,13155,24.789891944429,186.216.51.176
true,1782625295.6452,elite,3683.7595502398,1781167733.3444,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Paris,Europe,EU,France,FR,,false,"Global Connectivity Solutions LLP",48.8566,2.35222,true,"Global Internet Solutions LLC",false,Île-de-France,success,Europe/Paris,75000,1782375307,1782625295.6452,1081,socks4,45.95.233.237:1081,true,4119.40741539,49247,29779,62.317465138056,45.95.233.237
true,1782625030.9928,elite,6227.8486245313,1776084652.3003,"AS9808 China Mobile Communications Group Co., Ltd.",CHINAMOBILE-CN,Guangzhou,Asia,AS,China,CN,,false,"China Mobile communications corporation",23.1317,113.266,true,"China Mobile",true,Guangdong,success,Asia/Shanghai,510000,1782138540,1782625295.6406,1080,socks5,221.176.85.230:1080,true,2633.939743042,4828,25950,15.686529339138,221.176.85.230
true,1782625295.6018,anonymous,517.69718005144,1780410058.8262,"AS396982 Google LLC",GOOGLE-CLOUD-PLATFORM,"Council Bluffs","North America",NA,"United States",US,,true,"Google LLC",41.2619,-95.8608,false,"Google Cloud (us-central1)",true,Iowa,success,America/Chicago,,1782220585,1782625295.6018,80,http,104.154.186.48:80,true,324.6738910675,12428,12254,50.352483591281,104.154.186.48
true,1782624635.6654,elite,9340.9522348909,1780490840.2016,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07014,1782305070,1782625295.5594,9056,socks4,159.65.181.194:9056,true,9837.49127388,58118,39325,59.643073386493,159.65.181.194
true,1782625295.5573,elite,2454.6193857832,1696983860.3329,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1782259953,1782625295.5573,4145,socks4,184.181.217.210:4145,true,775.00438690186,498633,797892,38.459188985943,184.181.217.210
true,1782625286.3251,elite,4543.5535389072,1781206075.1657,"AS201814 MEVSPACE sp. z o.o.",Mevspace,Warsaw,Europe,EU,Poland,PL,Mokotów,false,"MEVSPACE sp. z o.o.",52.1783,21.0602,false,"MEVSPACE sp. z o.o",false,Mazovia,success,Europe/Warsaw,02-928,1782413303,1782625295.5555,1080,socks4,95.214.54.200:1080,true,131.1137676239,19521,38268,33.779785080206,95.214.54.200
true,1782624900.9246,elite,2918.9871821158,1781765592.4635,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"North Bergen","North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.7964,-74.0203,false,"Digital Ocean",false,"New Jersey",success,America/New_York,07047,1782368412,1782625295.5062,1080,socks5,137.184.209.17:1080,true,2837.4547958374,7498,1303,85.194864219975,137.184.209.17
true,1782625295.4334,elite,3311.1154075974,1710540184.6577,"AS6057 Administracion Nacional de Telecomunicaciones","Administracion Nacional de Telecomunicaciones",Montevideo,"South America",SA,Uruguay,UY,,false,"Administracion Nacional de Telecomunicaciones",-34.9007,-56.1291,false,"Cliente Antel Uruguay",true,"Montevideo Department",success,America/Montevideo,11600,1782598094,1782625295.4334,4153,socks4,179.27.86.36:4153,true,1836.478471756,150393,769207,16.354175728578,179.27.86.36
true,1782624553.8366,elite,3191.7835303002,1776078376.8714,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,"Alibaba Cloud LLC",22.3193,114.169,false,"Alibaba Cloud - HK",true,Kowloon,success,Asia/Hong_Kong,999077,1782127099,1782625295.3354,50000,socks5,47.238.203.170:50000,true,1082.2629928589,17674,19492,47.554216219125,47.238.203.170
true,1782577156.4446,elite,1347.990868167,1776080594.577,"AS46562 Performive LLC",PERFORMIVE,"Beverly Hills","North America",NA,"United States",US,,true,"Performive LLC",34.0625,-118.384,false,"ZeroLag Communications",true,California,success,America/Los_Angeles,90211,1782127600,1782625295.2821,4145,socks5,199.102.104.70:4145,true,1278.6948680878,32943,8819,78.882716345003,199.102.104.70
true,1782488836.4708,elite,1942.6559606544,1776085721.5267,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Irvine,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.6846,-117.827,false,"Cox Communications",true,California,success,America/Los_Angeles,92612,1782133195,1782625295.2141,4145,socks5,72.195.101.99:4145,true,1017.0049667358,44455,3055,93.569774784256,72.195.101.99
true,1782624998.3522,elite,773.50759791418,1778012113.3107,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,HETZNER-DC,true,Uusimaa,success,Europe/Helsinki,00201,1782245769,1782625295.1925,1080,socks4,46.62.214.3:1080,true,3274.1639614105,309045,8604,97.291349886195,46.62.214.3
true,1782625141.9145,elite,271.20787113843,1781802494.1512,"AS8560 IONOS SE",IONOS-AS,Madrid,Europe,EU,Spain,ES,,true,arsys.es,40.4167,-3.70329,false,,false,Madrid,success,Europe/Madrid,28070,1782407342,1782625295.1746,1080,socks4,82.223.151.29:1080,true,190.10019302368,29529,15664,65.339765007855,82.223.151.29
true,1782624807.6819,elite,6114.4253949347,1782557125.8137,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07014,1782554846,1782625295.0623,9064,socks4,68.183.52.128:9064,true,840.54923057556,878,1693,34.1501361338,68.183.52.128
true,1782625110.4673,elite,7844.9112578168,1779448217.2642,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,"North America",NA,"United States",US,,true,"Alibaba Cloud LLC",36.7783,-119.418,false,"Alibaba Cloud - US",true,California,success,America/Los_Angeles,,1782471995,1782625294.9591,1080,socks4,47.251.127.154:1080,true,1040.1954650879,195366,16913,92.032655137814,47.251.127.154
true,1782625294.9448,elite,4256.9486237167,1776088488.6582,"AS24492 WiCAM Corporation Ltd.",IIT-WICAM-AS-AP,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"WiCAM Corporation Ltd.",11.5583,104.9121,false,"WiCAM Corporation, LTD",true,"Phnom Penh",success,Asia/Phnom_Penh,,1782048807,1782625294.9448,1080,socks5,202.79.27.12:1080,true,5487.6770973206,16681,16566,50.172947935152,202.79.27.12
true,1782625294.8261,elite,14788.724616523,1776603523.6861,"AS7922 Comcast Cable Communications, LLC",COMCAST-7922,Portland,"North America",NA,"United States",US,,false,"Comcast Cable Communications, LLC",45.5496,-122.5044,false,"Comcast Cable Communications, LLC",true,Oregon,success,America/Los_Angeles,97230,1782047574,1782625294.8261,9050,socks5,76.144.40.133:9050,true,11603.791713715,9418,21589,30.373786564324,76.144.40.133
true,1782625082.6376,elite,1999.4472966313,1782492626.8361,"AS16276 OVH SAS",OVH,"Limburg an der Lahn",Europe,EU,Germany,DE,,true,"OVH SAS",50.3986,8.07958,false,"EL Zayat Hadi",false,Hesse,success,Europe/Berlin,65550,1782490676,1782625294.8252,1080,socks4,51.195.2.39:1080,true,1883.4824562073,7363,940,88.678790798507,51.195.2.39
true,1782625286.0333,elite,9657.337879247,1780664241.4937,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07014,1782476586,1782625294.7424,9059,socks4,165.22.37.27:9059,true,12130.607843399,38104,42148,47.480436624632,165.22.37.27
true,1782625146.8779,elite,12008.485283095,1781172251.85,"AS8560 IONOS SE",IONOS-AS,"Sulphur Springs","North America",NA,"United States",US,,true,"IONOS SE",33.1384,-95.6011,false,"IONOS Inc",false,Texas,success,America/Chicago,75483,1782381782,1782625294.7328,1082,socks4,70.35.196.194:1082,true,10980.553627014,22580,31835,41.495911053937,70.35.196.194
true,1782625241.6255,elite,1246.0816947855,1696974344.2054,"AS17501 WorldLink Communications Pvt Ltd",WLINK-NEPAL-AS-AP,Kathmandu,Asia,AS,Nepal,NP,,false,"WorldLink Communications",27.7108,85.3251,true,,true,"Bagmati Province",success,Asia/Kathmandu,,1782518897,1782625294.7249,4153,socks4,202.166.219.80:4153,true,1042.2856807709,90128,824957,9.8491396974052,202.166.219.80
true,1782618913.9216,elite,1039.259825014,1782246699.9373,"AS63969 Race Online Limited",RACEONLINE-BD,Dhaka,Asia,AS,Bangladesh,BD,,false,"Khawaja Tower (9th Floor)",23.7807,90.4014,false,Amader,false,"Dhaka Division",success,Asia/Dhaka,1208,1782244350,1782625294.6166,1080,socks4,103.149.75.82:1080,true,915.61508178711,27541,141,99.490643739614,103.149.75.82
true,1782625294.5485,elite,3459.7077537524,1776079815.1177,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Irvine,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.6846,-117.827,false,"Cox Communications",true,California,success,America/Los_Angeles,92612,1782126251,1782625294.5485,4145,socks4,72.195.34.59:4145,true,779.61111068726,174527,141623,55.203858927724,72.195.34.59
true,1782625160.4152,elite,9438.902690419,1782511806.7879,"AS215314 Helou LLC",HELOU-AS,Moscow,Europe,EU,Russia,RU,,false,"Helou LLC",55.7558,37.6173,false,"Helou LLC",false,Moscow,success,Asia/Krasnoyarsk,144700,1782511281,1782625294.4971,2080,socks4,91.188.213.222:2080,true,10860.791683197,4565,1722,72.610147924288,91.188.213.222
true,1782625131.882,elite,166.19469494729,1779354675.3526,"AS213877 U1 DIGITAL SERVICES LTD",U1DS-AS,"Frankfurt am Main",Europe,EU,Germany,DE,,false,"U1 DIGITAL SERVICES LTD",50.1169,8.6837,false,"u1host ltd",true,Hesse,success,Europe/Berlin,60313,1782377990,1782625294.4822,3128,http,144.31.73.173:3128,true,12.901782989502,29991,12215,71.05861725821,144.31.73.173
true,1782624466.4151,elite,10640.044916159,1780495110.2673,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07014,1782306832,1782625294.4687,9056,socks5,159.65.181.194:9056,true,11305.26804924,9464,7628,55.370933770185,159.65.181.194
true,1782625294.4069,transparent,5731.0541038722,1746739490.8365,"AS55701 PT. Usaha Adisanggoro",ASNET-AS-ID,Bogor,Asia,AS,Indonesia,ID,,false,"PT Usaha Adi Sanggoro",-6.6267,106.7756,false,,true,"West Java",success,Asia/Jakarta,16610,1782140307,1782625294.4069,8080,http,103.18.78.35:8080,false,4544.7821617126,11594,40399,22.299155655569,103.18.78.35
true,1782624923.7733,elite,13009.037216431,1782159473.9994,"AS401443 WAP.AC LLC",WAP-AC,Taipei,Asia,AS,Taiwan,TW,,false,"WAP.AC LLC",25.053,121.5259,false,"Ipxo Limited",false,"Taipei City",success,Asia/Taipei,,1782157088,1782625294.3612,50161,socks4,85.237.207.223:50161,true,11532.574415207,28316,3391,89.305200744315,85.237.207.223
true,1782625022.369,elite,10564.407694181,1782273580.7128,"AS38136 Akari Networks",AKARI-NETWORKS-AS-AP,Taipei,Asia,AS,Taiwan,TW,,false,"Akari Networks",25.0329,121.5654,false,"Akari Networks",true,Taiwan,success,Asia/Taipei,,1782272620,1782625294.3384,50161,socks4,141.11.42.160:50161,true,11686.435461044,20217,3299,85.97125361456,141.11.42.160
true,1782625294.3383,elite,1393.4180669671,1762480570.5966,"AS139879 Galaxy Broadband",GALAXY-AS-AP,Karachi,Asia,AS,Pakistan,PK,,false,"Galaxy Broadband (pvt.) Ltd.",24.9239,67.1423,false,Clickbb,false,Sindh,success,Asia/Karachi,75290,1782273227,1782625294.3383,1081,socks4,103.146.137.253:1081,true,4376.1148452759,7202,128419,5.3103870344563,103.146.137.253
true,1782625294.3341,elite,2947.4841415979,1776079378.206,"AS31363 JSC ""ER-Telecom Holding""",MOSCOW-AS,Moscow,Europe,EU,Russia,RU,,false,"JSC ""ER-Telecom Holding"" Moscow branch",55.7558,37.6173,false,,true,Moscow,success,Asia/Krasnoyarsk,144700,1782135738,1782625294.3341,1337,socks5,195.91.129.101:1337,true,1425.0671863556,10485,12055,46.517302573203,195.91.129.101
true,1782625138.7038,transparent,3159.7009533362,1781047463.3719,"AS55836 Reliance Jio Infocomm Limited",RELIANCEJIO-IN,Bengaluru,Asia,AS,India,IN,,false,"Reliance Jio Infocomm Ltd",12.9753,77.591,true,"Reliance Jio Infocomm Limited",false,Karnataka,success,Asia/Kolkata,562130,1782256100,1782625294.3273,3127,http,139.167.218.162:3127,true,1575.3626823425,15569,4857,76.221482424361,139.167.218.162
true,1782625294.2244,elite,5046.4425999009,1756495578.438,"AS8359 MTS PJSC",MTS,Kirov,Europe,EU,Russia,RU,,false,"Mobile Telesystems OJSC",58.5903,49.6543,true,"Mobile Telesystems OJSC",true,"Kirov Oblast",success,Europe/Kirov,610000,1782618075,1782625294.2244,11200,socks4,92.39.69.134:11200,true,9909.8861217499,28514,153509,15.665053317438,92.39.69.134
true,1782625256.7551,elite,8730.7614161673,1782274241.3055,"AS401443 WAP.AC LLC",WAP-AC,Taipei,Asia,AS,Taiwan,TW,,false,"WAP.AC LLC",25.053,121.5259,false,"Ipxo Limited",false,"Taipei City",success,Asia/Taipei,,1782272638,1782625293.9572,50161,socks4,85.237.207.49:50161,true,12594.226121902,22995,1736,92.980469855647,85.237.207.49
true,1782624790.622,elite,779.59013372643,1782324825.0184,"AS16509 Amazon.com, Inc.",AMAZON-02,Jakarta,Asia,AS,Indonesia,ID,,true,"Amazon.com, Inc.",-6.1741,106.8296,false,"AWS EC2 (ap-southeast-3)",false,Jakarta,success,Asia/Jakarta,,1782323082,1782625293.8519,8080,http,16.79.161.32:8080,true,642.0590877533,5231,422,92.534937201486,16.79.161.32
true,1782625285.7751,elite,937.55103022918,1696995479.7621,"AS46562 Performive LLC",PERFORMIVE,"El Segundo","North America",NA,"United States",US,,true,PacketExchange,33.9263,-118.394,false,"Total server solutions",true,California,success,America/Los_Angeles,90245,1782479931,1782625293.7833,4145,socks4,67.201.59.70:4145,true,819.93079185486,306459,756208,28.838667240067,67.201.59.70
true,1782625293.6584,elite,5209.6333426482,1779569054.4673,"AS205516 NLS ASTANA LLP",NLS-ASTANA,Astana,Asia,AS,Kazakhstan,KZ,,false,"NLS ASTANA LLP",51.1876,71.4491,false,Beget,true,Astana,success,Asia/Almaty,,1782591549,1782625293.6584,1080,socks5,89.169.37.254:1080,true,590.26861190796,9044,12469,42.039696927439,89.169.37.254
true,1782625293.6473,elite,3649.8506531191,1776109000.0905,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"COGETEL Co., Ltd",11.5583,104.9121,false,"Cogetel Ltd",true,"Phnom Penh",success,Asia/Phnom_Penh,,1782153229,1782625293.6473,1080,socks4,124.248.164.36:1080,true,4258.985042572,190154,129405,59.505130507981,124.248.164.36
true,1782625273.1133,elite,9820.8643046364,1781314939.4268,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,"North America",NA,"United States",US,,true,"Alibaba (US) Technology Co., Ltd.",36.7783,-119.418,false,"Alibaba.com LLC",false,California,success,America/Los_Angeles,,1782523889,1782625293.6289,8888,socks4,43.110.40.117:8888,true,12606.647729874,43966,25543,63.252240717029,43.110.40.117
true,1782625268.0733,elite,5567.7095294,1777035978.718,"AS210644 AEZA GROUP LLC",AEZA-AS,Amsterdam,Europe,EU,"The Netherlands",NL,,false,"Aeza International LTD",52.3716,4.8883,false,"Aeza Group LLC",true,"North Holland",success,Europe/Amsterdam,1012,1782478168,1782625293.544,42771,socks4,79.137.198.159:42771,true,9483.9675426483,76941,142132,35.121169655777,79.137.198.159
true,1782625293.4266,elite,4304.7302055223,1776081531.5481,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"COGETEL Co",11.5583,104.9121,false,,true,"Phnom Penh",success,Asia/Phnom_Penh,,1782128021,1782625293.4266,1080,socks5,203.189.135.73:1080,true,1432.1234226227,23855,16924,58.498246646558,203.189.135.73
true,1782625293.4212,elite,7949.0628496607,1776481009.2052,"AS213790 Limited Network LTD",LimitedNetwork-AS,"City of London",Europe,EU,"United Kingdom",GB,,false,"Limited Network LTD",51.5209,-0.0720854,false,"Secure Internet LLC",true,England,success,Europe/London,WC2N,1782094235,1782625293.4212,10803,socks5,206.123.156.207:10803,true,3631.3416957855,638,5621,10.193321616872,206.123.156.207
true,1782599748.5176,elite,1338.127821492,1776081370.5535,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,,true,"Performive LLC",34.0549,-118.243,false,"Performive LLC",true,California,success,America/Los_Angeles,90009,1782127771,1782625293.4123,4145,socks5,142.54.235.9:4145,true,972.14603424072,33235,8943,78.797003177012,142.54.235.9
true,1782624941.0564,elite,9099.9926973466,1781166013.5073,"AS8560 IONOS SE",IONOS-AS,"Sulphur Springs","North America",NA,"United States",US,,true,"IONOS SE",33.1384,-95.6011,false,"IONOS Inc",false,Texas,success,America/Chicago,75483,1782374940,1782625293.3986,8081,http,70.35.196.194:8081,true,2671.2775230408,9778,7308,57.228139997659,70.35.196.194
true,1782625293.3918,elite,916.47276181846,1697031132.4775,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,,true,"Performive LLC",34.0549,-118.243,false,"Performive LLC",true,California,success,America/Los_Angeles,90009,1782535964,1782625293.3918,4145,socks4,142.54.239.1:4145,true,802.10375785828,316745,885966,26.335919435342,142.54.239.1
true,1782625240.4932,elite,6643.9049014259,1776461166.7892,"AS43350 NForce Entertainment B.V.",NFORCE,Rotterdam,Europe,EU,"The Netherlands",NL,,true,"NForce Entertainment B.V.",51.9244,4.47773,false,"Mega Holdings Limited",true,"South Holland",success,Europe/Amsterdam,3012,1782508263,1782625293.3838,995,socks4,46.161.27.244:995,true,7835.7291221619,76685,135968,36.061094835248,46.161.27.244
true,1782625293.3249,elite,4444.4616665785,1780918592.5673,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Paris,Europe,EU,France,FR,,false,"Global Connectivity Solutions LLP",48.8558,2.3494,false,"Global Connectivity Solutions LLP",false,Île-de-France,success,Europe/Paris,75001,1782128505,1782625293.3249,1082,socks5,62.133.62.249:1082,true,4117.5897121429,9993,5386,64.978217049223,62.133.62.249
true,1782625276.6522,elite,3235.4355267169,1776081851.5988,"AS59150 PT Rtiga Global Media",RTIGA-AS-ID,Cileungsir,Asia,AS,Indonesia,ID,,false,"PT Rtiga Global Media",-6.39472,106.959,false,,true,"West Java",success,Asia/Jakarta,,1782127416,1782625293.2311,6666,socks4,103.81.194.162:6666,true,956.627368927,142933,138981,50.700922976511,103.81.194.162
true,1782625267.9791,elite,2282.3438318362,1696986761.991,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Tulsa,"North America",NA,"United States",US,,false,"Cox Communications Inc.",36.0496,-95.8858,false,"Cox Communications",true,Oklahoma,success,America/Chicago,74133,1782132839,1782625292.993,10919,socks4,98.178.72.21:10919,true,7942.2380924225,408945,830437,32.995880204812,98.178.72.21
true,1782625280.3449,elite,912.08332432746,1696984336.3239,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,Fairlie-Poplar,true,"Performive LLC",33.7549,-84.3897,false,"Total Server Solutions L.L.C.",true,Georgia,success,America/New_York,30303,1782109561,1782625292.9779,4145,socks4,192.111.130.2:4145,true,736.80400848389,305600,753391,28.857657902664,192.111.130.2
true,1782625180.6534,elite,2451.2881076055,1697036938.6316,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1782132844,1782625292.913,4145,socks4,184.181.217.201:4145,true,782.2802066803,484703,660313,42.33154820544,184.181.217.201
true,1782625292.8987,elite,2134.154212488,1696967976.5972,"AS1820 WNET TELECOM USA Corp.",WNET,Kyiv,Europe,EU,Ukraine,UA,,false,"WNET TELECOM USA Corp.",50.458,30.5303,false,LoadMe,true,"Kyiv City",success,Europe/Kyiv,02063,1782519676,1782625292.8987,5678,socks4,80.92.227.185:5678,true,260.88953018188,129686,848530,13.25739918382,80.92.227.185
true,1782625268.6653,elite,9228.6145400729,1780618508.363,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"Digital Ocean",true,"New Jersey",success,America/New_York,07014,1782431319,1782625292.8573,9068,socks4,159.203.112.20:9068,true,14432.956695557,46056,40616,53.138268414251,159.203.112.20
true,1782625292.8121,transparent,6685.2435858583,1776269204.2102,"AS52361 ARSAT - Empresa Argentina de Soluciones Satelitales S.A.","ARSAT - Empresa Argentina de Soluciones Satelitales S.A.",Yuto,"South America",SA,Argentina,AR,,false,"ARSAT - Empresa Argentina de Soluciones Satelitales S.A",-23.6428,-64.4716,false,"Mamani Néstor Benigno",true,Jujuy,success,America/Argentina/Jujuy,4518,1782266470,1782625292.8121,999,http,181.209.125.237:999,true,2511.2690925598,6309,40086,13.598448108632,181.209.125.237
true,1782625233.9841,elite,7384.2564147483,1781663411.4546,"AS63023 GTHost",AS-GLOBALTELEHOST,Zurich,Europe,EU,Switzerland,CH,,true,GTHost,47.3643,8.5437,false,"Cust88530 Network",false,Zurich,success,Europe/Zurich,8001,1782265267,1782625292.8113,9050,socks4,5.101.85.133:9050,true,7465.4996395111,26146,23368,52.805267197156,5.101.85.133
true,1782625179.9697,elite,3109.8558612991,1779451447.0818,"AS198068 P.A.G.M. OU",PAGM-AS,Jõhvi,Europe,EU,Estonia,EE,,true,"PAGM network",59.3577,27.4222,false,"Hosting Services",true,Ida-Virumaa,success,Europe/Tallinn,,1782471998,1782625292.8054,1080,socks4,5.45.125.201:1080,true,2189.9218559265,110462,57359,65.821321527103,5.45.125.201
true,1782625279.2427,elite,7721.3005334313,1781034737.3039,"AS979 NetLab Global",NETLAB-SDN,"Los Angeles","North America",NA,"United States",US,,false,"NetLab Global",34.0515,-118.2707,false,"NetLab Global",false,California,success,America/Los_Angeles,90017,1782241252,1782625292.7972,50000,socks4,154.9.30.1:50000,true,2728.7712097168,39307,37135,51.420684963763,154.9.30.1
true,1782625282.6578,elite,1279.2278040438,1776089544.4343,"AS47242 Host SpA",HOST-SPA,Milan,Europe,EU,Italy,IT,,true,"Host SpA",45.4642,9.18998,false,"Host VDC",true,Lombardy,success,Europe/Rome,20121,1782133510,1782625292.7073,1080,socks4,149.62.186.244:1080,true,2039.8745536804,369536,52987,87.459380909442,149.62.186.244
true,1782458827.9547,transparent,978.88964823582,1782442520.3905,"AS16509 Amazon.com, Inc.",AMAZON-02,Singapore,Asia,AS,Singapore,SG,"Downtown Core",true,"Amazon Technologies Inc.",1.28009,103.851,false,"AWS EC2 (ap-southeast-1)",false,"Central Singapore",success,Asia/Singapore,048582,1782440763,1782625292.5924,9090,http,13.215.176.57:9090,true,634.07731056213,3556,1,99.971886421141,13.215.176.57
true,1782625292.5855,elite,162.03830579672,1781086779.5895,"AS8560 IONOS SE",IONOS-AS,Berlin,Europe,EU,Germany,DE,,true,"IONOS SE",52.52,13.405,false,"IONOS SE",false,"State of Berlin",success,Europe/Berlin,10178,1782293049,1782625292.5855,8080,socks4,217.154.155.115:8080,true,44.193267822266,26964,39145,40.787184800859,217.154.155.115
